ID	Sites	Abundance
a09d6150a76ed5b484f9157717ad126a	Fecal	0.002452037
b84c6d1c92b851d4e94f37d56f65a538	BAL	0
b84c6d1c92b851d4e94f37d56f65a538	Saliva	0
b84c6d1c92b851d4e94f37d56f65a538	Oroph	0
b84c6d1c92b851d4e94f37d56f65a538	Nasal	0
b84c6d1c92b851d4e94f37d56f65a538	Fecal	0.002030949
31ae90207edd94c7ec56db3a9778c2e7	BAL	0
31ae90207edd94c7ec56db3a9778c2e7	Saliva	0.000182551
31ae90207edd94c7ec56db3a9778c2e7	Oroph	6.29E-05
31ae90207edd94c7ec56db3a9778c2e7	Nasal	0.003077604
31ae90207edd94c7ec56db3a9778c2e7	Fecal	0.014509369
cec5a19c0bc75874dbf4cba133b10815	BAL	0
cec5a19c0bc75874dbf4cba133b10815	Saliva	0
cec5a19c0bc75874dbf4cba133b10815	Oroph	2.54E-05
cec5a19c0bc75874dbf4cba133b10815	Nasal	0.001615208
cec5a19c0bc75874dbf4cba133b10815	Fecal	0.001199005
e5ed6e7ed81822ee334ce7323fa96e1b	BAL	0.000499156
e5ed6e7ed81822ee334ce7323fa96e1b	Saliva	0.000396829
e5ed6e7ed81822ee334ce7323fa96e1b	Oroph	0.001273272
e5ed6e7ed81822ee334ce7323fa96e1b	Nasal	1.69E-05
e5ed6e7ed81822ee334ce7323fa96e1b	Fecal	7.55E-06
d8a05ea8aecfcf5910db345be88e712a	BAL	0.011470049
d8a05ea8aecfcf5910db345be88e712a	Saliva	0.021330386
d8a05ea8aecfcf5910db345be88e712a	Oroph	0.016195759
d8a05ea8aecfcf5910db345be88e712a	Nasal	0.000476383
d8a05ea8aecfcf5910db345be88e712a	Fecal	0.000401163
def5b6d8524e4fc6941620c712f1074d	BAL	0.000463897
def5b6d8524e4fc6941620c712f1074d	Saliva	0.000990539
def5b6d8524e4fc6941620c712f1074d	Oroph	0.000385591
def5b6d8524e4fc6941620c712f1074d	Nasal	0
def5b6d8524e4fc6941620c712f1074d	Fecal	0
4fba6fef450158c1bd1cbcb5a0e8f5e5	BAL	4.12E-05
4fba6fef450158c1bd1cbcb5a0e8f5e5	Saliva	0
4fba6fef450158c1bd1cbcb5a0e8f5e5	Oroph	2.00E-05
4fba6fef450158c1bd1cbcb5a0e8f5e5	Nasal	4.62E-05
4fba6fef450158c1bd1cbcb5a0e8f5e5	Fecal	0.005704987
da6a7cba87e0895b9cbe6037b9bd8b3b	BAL	0.002209162
da6a7cba87e0895b9cbe6037b9bd8b3b	Saliva	0
da6a7cba87e0895b9cbe6037b9bd8b3b	Oroph	0
da6a7cba87e0895b9cbe6037b9bd8b3b	Nasal	0
da6a7cba87e0895b9cbe6037b9bd8b3b	Fecal	0.002789556
675c847bccbc53942ebb7b8cbb4efc4d	BAL	0.0003881
675c847bccbc53942ebb7b8cbb4efc4d	Saliva	0.000177915
675c847bccbc53942ebb7b8cbb4efc4d	Oroph	0.000276156
675c847bccbc53942ebb7b8cbb4efc4d	Nasal	0.002553746
675c847bccbc53942ebb7b8cbb4efc4d	Fecal	0.01562567
0c46b93beb2095bc899e1701b8364dbd	BAL	0.003527714
0c46b93beb2095bc899e1701b8364dbd	Saliva	0.003221408
0c46b93beb2095bc899e1701b8364dbd	Oroph	0.001260357
0c46b93beb2095bc899e1701b8364dbd	Nasal	5.26E-05
0c46b93beb2095bc899e1701b8364dbd	Fecal	9.75E-05
1601abe13540e0b21db9d29476137c31	BAL	0.000719685
1601abe13540e0b21db9d29476137c31	Saliva	0.001016352
1601abe13540e0b21db9d29476137c31	Oroph	4.87E-05
1601abe13540e0b21db9d29476137c31	Nasal	1.66E-05
1601abe13540e0b21db9d29476137c31	Fecal	0
f67106d07b885d4d811daca7688633ed	BAL	0.001408725
f67106d07b885d4d811daca7688633ed	Saliva	0.001665103
f67106d07b885d4d811daca7688633ed	Oroph	0.000274578
f67106d07b885d4d811daca7688633ed	Nasal	5.13E-05
f67106d07b885d4d811daca7688633ed	Fecal	2.17E-05
dd7cc08d0ee3a3481d409879ca2f066b	BAL	0.001306602
dd7cc08d0ee3a3481d409879ca2f066b	Saliva	0.000904895
dd7cc08d0ee3a3481d409879ca2f066b	Oroph	0.000174133
dd7cc08d0ee3a3481d409879ca2f066b	Nasal	0.000183653
dd7cc08d0ee3a3481d409879ca2f066b	Fecal	1.38E-05
f4c2587bbaa6e03cd0452af030d28bb5	BAL	1.31E-05
f4c2587bbaa6e03cd0452af030d28bb5	Saliva	0.000346392
f4c2587bbaa6e03cd0452af030d28bb5	Oroph	0.000105166
f4c2587bbaa6e03cd0452af030d28bb5	Nasal	0.008596276
f4c2587bbaa6e03cd0452af030d28bb5	Fecal	0.017337436
5dc4a87514f65e55bd373c1283e95fc4	BAL	1.07E-06
5dc4a87514f65e55bd373c1283e95fc4	Saliva	4.12E-05
5dc4a87514f65e55bd373c1283e95fc4	Oroph	0.000120607
5dc4a87514f65e55bd373c1283e95fc4	Nasal	0.000515237
5dc4a87514f65e55bd373c1283e95fc4	Fecal	0.010164323
cbef40f459197faa8de7bba6a4764a34	BAL	0.008217519
cbef40f459197faa8de7bba6a4764a34	Saliva	0.017499911
cbef40f459197faa8de7bba6a4764a34	Oroph	0.013585169
cbef40f459197faa8de7bba6a4764a34	Nasal	0.000358651
cbef40f459197faa8de7bba6a4764a34	Fecal	0.000530432
66a9ece5a3664b5fd81ad0244ed3b5d3	BAL	0.005038438
66a9ece5a3664b5fd81ad0244ed3b5d3	Saliva	0.007836666
66a9ece5a3664b5fd81ad0244ed3b5d3	Oroph	0.003818943
66a9ece5a3664b5fd81ad0244ed3b5d3	Nasal	1.39E-05
66a9ece5a3664b5fd81ad0244ed3b5d3	Fecal	9.07E-06
283fbda88937bcb5281d9d201f12780e	BAL	0.000653543
283fbda88937bcb5281d9d201f12780e	Saliva	0.001355908
283fbda88937bcb5281d9d201f12780e	Oroph	0.001129837
283fbda88937bcb5281d9d201f12780e	Nasal	4.93E-06
283fbda88937bcb5281d9d201f12780e	Fecal	0
0ab207b9089db29f14a89594023c2963	BAL	0.003832928
0ab207b9089db29f14a89594023c2963	Saliva	0.005282957
0ab207b9089db29f14a89594023c2963	Oroph	0.009133771
0ab207b9089db29f14a89594023c2963	Nasal	0.000172141
0ab207b9089db29f14a89594023c2963	Fecal	0.000400834
134bcf72f243a6b77d97673e75b1564f	BAL	0.001089171
134bcf72f243a6b77d97673e75b1564f	Saliva	0.000214228
134bcf72f243a6b77d97673e75b1564f	Oroph	0.00076107
134bcf72f243a6b77d97673e75b1564f	Nasal	1.10E-05
134bcf72f243a6b77d97673e75b1564f	Fecal	0
cdf14d2fed157f8032715a22d3bf4573	BAL	0.002194454
cdf14d2fed157f8032715a22d3bf4573	Saliva	0.00195062
cdf14d2fed157f8032715a22d3bf4573	Oroph	0.001423965
cdf14d2fed157f8032715a22d3bf4573	Nasal	0.000299053
cdf14d2fed157f8032715a22d3bf4573	Fecal	9.11E-05
5f739b525275d4c54d06fe3d725c9a27	BAL	0.002533479
5f739b525275d4c54d06fe3d725c9a27	Saliva	0.000240188
5f739b525275d4c54d06fe3d725c9a27	Oroph	0.000423365
5f739b525275d4c54d06fe3d725c9a27	Nasal	1.86E-05
5f739b525275d4c54d06fe3d725c9a27	Fecal	0
81b14a06fe51fed6aaa311ff4e370125	BAL	0.008180484
81b14a06fe51fed6aaa311ff4e370125	Saliva	0.003227591
81b14a06fe51fed6aaa311ff4e370125	Oroph	0.003430288
81b14a06fe51fed6aaa311ff4e370125	Nasal	0.00020524
81b14a06fe51fed6aaa311ff4e370125	Fecal	0.000187056
9252a890d5bdf6deb34361e3aa1a4f0e	BAL	0.001217251
9252a890d5bdf6deb34361e3aa1a4f0e	Saliva	0.001114937
9252a890d5bdf6deb34361e3aa1a4f0e	Oroph	0.000797647
9252a890d5bdf6deb34361e3aa1a4f0e	Nasal	3.94E-05
9252a890d5bdf6deb34361e3aa1a4f0e	Fecal	5.40E-05
49f7701312ac7878e8c245d65760c2cf	BAL	0
49f7701312ac7878e8c245d65760c2cf	Saliva	0.000198217
49f7701312ac7878e8c245d65760c2cf	Oroph	1.82E-05
49f7701312ac7878e8c245d65760c2cf	Nasal	1.33E-06
49f7701312ac7878e8c245d65760c2cf	Fecal	0.005516595
e3f6085120269cc587278b4f3486c200	BAL	0.000988273
e3f6085120269cc587278b4f3486c200	Saliva	0.002269954
e3f6085120269cc587278b4f3486c200	Oroph	0.001981857
e3f6085120269cc587278b4f3486c200	Nasal	3.41E-05
e3f6085120269cc587278b4f3486c200	Fecal	6.01E-05
b7b4ecb07e1719860260746a5443092a	BAL	0.004864384
b7b4ecb07e1719860260746a5443092a	Saliva	0.008574186
b7b4ecb07e1719860260746a5443092a	Oroph	0.009836885
b7b4ecb07e1719860260746a5443092a	Nasal	8.72E-05
b7b4ecb07e1719860260746a5443092a	Fecal	2.56E-05
8247c77d2592b58dd67457aa5338b169	BAL	0.002117962
8247c77d2592b58dd67457aa5338b169	Saliva	0.001446617
8247c77d2592b58dd67457aa5338b169	Oroph	0.003105528
8247c77d2592b58dd67457aa5338b169	Nasal	1.10E-05
8247c77d2592b58dd67457aa5338b169	Fecal	0
712f610d95151fd7db44bd3a13e3ad15	BAL	0.002035458
712f610d95151fd7db44bd3a13e3ad15	Saliva	0.001789946
712f610d95151fd7db44bd3a13e3ad15	Oroph	0.001000979
712f610d95151fd7db44bd3a13e3ad15	Nasal	0.000200341
712f610d95151fd7db44bd3a13e3ad15	Fecal	0
f0232e28323111f209fbb997f84dd4a7	BAL	0.005659282
f0232e28323111f209fbb997f84dd4a7	Saliva	0.013966979
f0232e28323111f209fbb997f84dd4a7	Oroph	0.009307455
f0232e28323111f209fbb997f84dd4a7	Nasal	0.000177009
f0232e28323111f209fbb997f84dd4a7	Fecal	0.000217512
0f9638d2552efe175d8e971e60bca94f	BAL	8.44E-05
0f9638d2552efe175d8e971e60bca94f	Saliva	0.00126439
0f9638d2552efe175d8e971e60bca94f	Oroph	0.000564126
0f9638d2552efe175d8e971e60bca94f	Nasal	4.05E-05
0f9638d2552efe175d8e971e60bca94f	Fecal	0
9d254fcb4c3b261d06dd6e9e27816bfc	BAL	0.000662364
9d254fcb4c3b261d06dd6e9e27816bfc	Saliva	0.000851354
9d254fcb4c3b261d06dd6e9e27816bfc	Oroph	0.000268308
9d254fcb4c3b261d06dd6e9e27816bfc	Nasal	7.59E-06
9d254fcb4c3b261d06dd6e9e27816bfc	Fecal	0
b455ef92c8751379d0518d2f9f29e93a	BAL	0.000241219
b455ef92c8751379d0518d2f9f29e93a	Saliva	0.000739193
b455ef92c8751379d0518d2f9f29e93a	Oroph	0.000560956
b455ef92c8751379d0518d2f9f29e93a	Nasal	0
b455ef92c8751379d0518d2f9f29e93a	Fecal	4.53E-06
e3537d63b833a7b2ccd4e5189fb430a1	BAL	0.000982777
e3537d63b833a7b2ccd4e5189fb430a1	Saliva	0.001154904
e3537d63b833a7b2ccd4e5189fb430a1	Oroph	0.000706744
e3537d63b833a7b2ccd4e5189fb430a1	Nasal	2.56E-05
e3537d63b833a7b2ccd4e5189fb430a1	Fecal	0.000159746
7a4b9a8b5335be29dfb281a62b1904ac	BAL	8.05E-05
7a4b9a8b5335be29dfb281a62b1904ac	Saliva	0.000971796
7a4b9a8b5335be29dfb281a62b1904ac	Oroph	0.000242074
7a4b9a8b5335be29dfb281a62b1904ac	Nasal	0
7a4b9a8b5335be29dfb281a62b1904ac	Fecal	0
2d12e22c058f6a1822a86b72e6274d05	BAL	0.000178611
2d12e22c058f6a1822a86b72e6274d05	Saliva	0.001026393
2d12e22c058f6a1822a86b72e6274d05	Oroph	0.000214944
2d12e22c058f6a1822a86b72e6274d05	Nasal	0
2d12e22c058f6a1822a86b72e6274d05	Fecal	0
3a44838b7ae01d12d6931bd50e0479c5	BAL	0.00026547
3a44838b7ae01d12d6931bd50e0479c5	Saliva	0.001290501
3a44838b7ae01d12d6931bd50e0479c5	Oroph	0.000582624
3a44838b7ae01d12d6931bd50e0479c5	Nasal	0
3a44838b7ae01d12d6931bd50e0479c5	Fecal	3.67E-06
7f862b96f58f9f2a310e849bd3a65069	BAL	0.002131739
7f862b96f58f9f2a310e849bd3a65069	Saliva	0.00259905
7f862b96f58f9f2a310e849bd3a65069	Oroph	0.000447098
7f862b96f58f9f2a310e849bd3a65069	Nasal	0.000155342
7f862b96f58f9f2a310e849bd3a65069	Fecal	6.84E-05
e606e6a9dbcbaefd0fe8f53571bbcab0	BAL	0.007244796
e606e6a9dbcbaefd0fe8f53571bbcab0	Saliva	0.005656781
e606e6a9dbcbaefd0fe8f53571bbcab0	Oroph	0.011140601
e606e6a9dbcbaefd0fe8f53571bbcab0	Nasal	0.000211536
e606e6a9dbcbaefd0fe8f53571bbcab0	Fecal	2.73E-05
cb7b110627b75c179449ecb70f8bc8d0	BAL	0.001314423
cb7b110627b75c179449ecb70f8bc8d0	Saliva	0.002127622
cb7b110627b75c179449ecb70f8bc8d0	Oroph	0.000178438
cb7b110627b75c179449ecb70f8bc8d0	Nasal	7.06E-05
cb7b110627b75c179449ecb70f8bc8d0	Fecal	0
f965319c0367c47567d70b923e4673d7	BAL	0.011607439
f965319c0367c47567d70b923e4673d7	Saliva	0.023955909
f965319c0367c47567d70b923e4673d7	Oroph	0.023741
f965319c0367c47567d70b923e4673d7	Nasal	0.00063473
f965319c0367c47567d70b923e4673d7	Fecal	0.000311837
32f8fd11d2bee278d609a1d4ab767554	BAL	0.024396165
32f8fd11d2bee278d609a1d4ab767554	Saliva	0.049709603
32f8fd11d2bee278d609a1d4ab767554	Oroph	0.057504662
32f8fd11d2bee278d609a1d4ab767554	Nasal	0.001153968
32f8fd11d2bee278d609a1d4ab767554	Fecal	0.001050137
785d67b0c0232c96a21b7bf1c46f0a79	BAL	0.001926638
785d67b0c0232c96a21b7bf1c46f0a79	Saliva	0.005991342
785d67b0c0232c96a21b7bf1c46f0a79	Oroph	0.00305805
785d67b0c0232c96a21b7bf1c46f0a79	Nasal	0.000158275
785d67b0c0232c96a21b7bf1c46f0a79	Fecal	8.76E-05
86e4497c054a30a69e80832fa1dfd876	BAL	0.002287843
86e4497c054a30a69e80832fa1dfd876	Saliva	0.005663696
86e4497c054a30a69e80832fa1dfd876	Oroph	0.000694177
86e4497c054a30a69e80832fa1dfd876	Nasal	0.000142171
86e4497c054a30a69e80832fa1dfd876	Fecal	0
0f31a57c7a452ee03b5f5bf4a2d960cf	BAL	0.000262044
0f31a57c7a452ee03b5f5bf4a2d960cf	Saliva	0.000466678
0f31a57c7a452ee03b5f5bf4a2d960cf	Oroph	0.000664822
0f31a57c7a452ee03b5f5bf4a2d960cf	Nasal	1.06E-05
0f31a57c7a452ee03b5f5bf4a2d960cf	Fecal	0
a1449b1be756f1d781c8085dc619700c	BAL	0.004237637
a1449b1be756f1d781c8085dc619700c	Saliva	0.006633196
a1449b1be756f1d781c8085dc619700c	Oroph	0.005790581
a1449b1be756f1d781c8085dc619700c	Nasal	3.25E-05
a1449b1be756f1d781c8085dc619700c	Fecal	6.29E-05
485b61658eddfbbe67e757221b0d8ab6	BAL	0.001445525
485b61658eddfbbe67e757221b0d8ab6	Saliva	0.002045942
485b61658eddfbbe67e757221b0d8ab6	Oroph	0.002978263
485b61658eddfbbe67e757221b0d8ab6	Nasal	5.20E-05
485b61658eddfbbe67e757221b0d8ab6	Fecal	7.07E-05
958d54f6c2724fdc04ad01d39d59aaca	BAL	7.23E-06
958d54f6c2724fdc04ad01d39d59aaca	Saliva	0.000257184
958d54f6c2724fdc04ad01d39d59aaca	Oroph	9.92E-05
958d54f6c2724fdc04ad01d39d59aaca	Nasal	0.00296635
958d54f6c2724fdc04ad01d39d59aaca	Fecal	0.016042617
5c1dd48ef0a674513626f5c85ea126ee	BAL	0
5c1dd48ef0a674513626f5c85ea126ee	Saliva	0
5c1dd48ef0a674513626f5c85ea126ee	Oroph	0
5c1dd48ef0a674513626f5c85ea126ee	Nasal	0.000614966
5c1dd48ef0a674513626f5c85ea126ee	Fecal	0.010045588
29a26acc2d7ec57f7835aa66dd1cf82f	BAL	0.004141596
29a26acc2d7ec57f7835aa66dd1cf82f	Saliva	0
29a26acc2d7ec57f7835aa66dd1cf82f	Oroph	0
29a26acc2d7ec57f7835aa66dd1cf82f	Nasal	0
29a26acc2d7ec57f7835aa66dd1cf82f	Fecal	0
8f92285a09a85541ec6a6227f460846d	BAL	0.004687236
8f92285a09a85541ec6a6227f460846d	Saliva	0.001376047
8f92285a09a85541ec6a6227f460846d	Oroph	0.010888261
8f92285a09a85541ec6a6227f460846d	Nasal	6.71E-05
8f92285a09a85541ec6a6227f460846d	Fecal	7.23E-05
ff59f10bbc0b61796030b91d25ebebcd	BAL	0.000629074
ff59f10bbc0b61796030b91d25ebebcd	Saliva	0.000390771
ff59f10bbc0b61796030b91d25ebebcd	Oroph	0.001205965
ff59f10bbc0b61796030b91d25ebebcd	Nasal	5.33E-05
ff59f10bbc0b61796030b91d25ebebcd	Fecal	0
3c7228b66038b74285cde6a69d28a4bd	BAL	0.005852891
3c7228b66038b74285cde6a69d28a4bd	Saliva	0.003892169
3c7228b66038b74285cde6a69d28a4bd	Oroph	0.008633444
3c7228b66038b74285cde6a69d28a4bd	Nasal	8.89E-05
3c7228b66038b74285cde6a69d28a4bd	Fecal	6.50E-05
052510a5ed0bc73052e812a6da0e9880	BAL	0.002310386
052510a5ed0bc73052e812a6da0e9880	Saliva	0.001768995
052510a5ed0bc73052e812a6da0e9880	Oroph	0.004963078
052510a5ed0bc73052e812a6da0e9880	Nasal	2.00E-05
052510a5ed0bc73052e812a6da0e9880	Fecal	7.28E-05
2a9a3b52625c7372cebd6cf4ec05d13e	BAL	0.000445784
2a9a3b52625c7372cebd6cf4ec05d13e	Saliva	0.000118057
2a9a3b52625c7372cebd6cf4ec05d13e	Oroph	0.000980742
2a9a3b52625c7372cebd6cf4ec05d13e	Nasal	2.47E-06
2a9a3b52625c7372cebd6cf4ec05d13e	Fecal	0
70dbac76545ca7f0d29e40f47caf5706	BAL	0.002036952
70dbac76545ca7f0d29e40f47caf5706	Saliva	0.000149573
70dbac76545ca7f0d29e40f47caf5706	Oroph	0.000133529
70dbac76545ca7f0d29e40f47caf5706	Nasal	1.93E-05
70dbac76545ca7f0d29e40f47caf5706	Fecal	0
fd7a44239c32098c3d6311af33082330	BAL	0.000817554
fd7a44239c32098c3d6311af33082330	Saliva	0.000339124
fd7a44239c32098c3d6311af33082330	Oroph	0.000822481
fd7a44239c32098c3d6311af33082330	Nasal	6.51E-05
fd7a44239c32098c3d6311af33082330	Fecal	1.02E-05
2c982937754e6321f861027032db80f7	BAL	1.86E-06
2c982937754e6321f861027032db80f7	Saliva	4.19E-05
2c982937754e6321f861027032db80f7	Oroph	2.07E-05
2c982937754e6321f861027032db80f7	Nasal	7.34E-05
2c982937754e6321f861027032db80f7	Fecal	0.013760871
1b8dec58597978264025b9eba656ffb5	BAL	0
1b8dec58597978264025b9eba656ffb5	Saliva	0
1b8dec58597978264025b9eba656ffb5	Oroph	4.83E-06
1b8dec58597978264025b9eba656ffb5	Nasal	1.35E-05
1b8dec58597978264025b9eba656ffb5	Fecal	0.002570693
bf611493002f5918a68778bde2def567	BAL	0
bf611493002f5918a68778bde2def567	Saliva	0
bf611493002f5918a68778bde2def567	Oroph	0
bf611493002f5918a68778bde2def567	Nasal	1.68E-05
bf611493002f5918a68778bde2def567	Fecal	0.002411527
836cd5ea357ad392c00a7e48d921be1d	BAL	4.08E-06
836cd5ea357ad392c00a7e48d921be1d	Saliva	0
836cd5ea357ad392c00a7e48d921be1d	Oroph	1.23E-06
836cd5ea357ad392c00a7e48d921be1d	Nasal	2.65E-05
836cd5ea357ad392c00a7e48d921be1d	Fecal	0.003081189
fd44d4cb468fd7dc9b3227867714ed87	BAL	2.17E-06
fd44d4cb468fd7dc9b3227867714ed87	Saliva	0
fd44d4cb468fd7dc9b3227867714ed87	Oroph	2.40E-06
fd44d4cb468fd7dc9b3227867714ed87	Nasal	1.51E-05
fd44d4cb468fd7dc9b3227867714ed87	Fecal	0.010857084
99deb3c5ecb022ec05609ebd1112a557	BAL	0.000642821
99deb3c5ecb022ec05609ebd1112a557	Saliva	0.00012539
99deb3c5ecb022ec05609ebd1112a557	Oroph	0.000129965
99deb3c5ecb022ec05609ebd1112a557	Nasal	0.000484121
99deb3c5ecb022ec05609ebd1112a557	Fecal	0.035208864
6616dc3bd6aeb3e26b9b2218290ea574	BAL	0
6616dc3bd6aeb3e26b9b2218290ea574	Saliva	1.64E-05
6616dc3bd6aeb3e26b9b2218290ea574	Oroph	4.99E-06
6616dc3bd6aeb3e26b9b2218290ea574	Nasal	3.09E-05
6616dc3bd6aeb3e26b9b2218290ea574	Fecal	0.004808811
47c305878bfc73bfeda34b2ae1a82ee1	BAL	0
47c305878bfc73bfeda34b2ae1a82ee1	Saliva	0
47c305878bfc73bfeda34b2ae1a82ee1	Oroph	0
47c305878bfc73bfeda34b2ae1a82ee1	Nasal	8.60E-06
47c305878bfc73bfeda34b2ae1a82ee1	Fecal	0.003272692
9db6065dfa5f306778c1a370f3267d73	BAL	0
9db6065dfa5f306778c1a370f3267d73	Saliva	4.13E-05
9db6065dfa5f306778c1a370f3267d73	Oroph	1.73E-05
9db6065dfa5f306778c1a370f3267d73	Nasal	7.69E-05
9db6065dfa5f306778c1a370f3267d73	Fecal	0.006192542
