ID	Sites	Abundance
dc9ddb6b3c51c6926b26dc6d65ff66c3	BAL	0
dc9ddb6b3c51c6926b26dc6d65ff66c3	Saliva	0
dc9ddb6b3c51c6926b26dc6d65ff66c3	Oroph	0
dc9ddb6b3c51c6926b26dc6d65ff66c3	Nasal	0
dc9ddb6b3c51c6926b26dc6d65ff66c3	Fecal	0.001531725
df37b62e507e32409df4885c1ad2ce14	BAL	0.000146967
df37b62e507e32409df4885c1ad2ce14	Saliva	4.08E-05
df37b62e507e32409df4885c1ad2ce14	Oroph	9.06E-06
df37b62e507e32409df4885c1ad2ce14	Nasal	0.000329139
df37b62e507e32409df4885c1ad2ce14	Fecal	0.006137178
b15193fce14759d1c06728933e044af6	BAL	0
b15193fce14759d1c06728933e044af6	Saliva	0
b15193fce14759d1c06728933e044af6	Oroph	3.83E-06
b15193fce14759d1c06728933e044af6	Nasal	7.24E-05
b15193fce14759d1c06728933e044af6	Fecal	0.004020266
333bbf9224442fc10cd497377d2b1d01	BAL	0
333bbf9224442fc10cd497377d2b1d01	Saliva	2.57E-06
333bbf9224442fc10cd497377d2b1d01	Oroph	0
333bbf9224442fc10cd497377d2b1d01	Nasal	3.59E-05
333bbf9224442fc10cd497377d2b1d01	Fecal	0.001598477
9d5054752ed33d6a22bd0f96b5618b1c	BAL	8.29E-05
9d5054752ed33d6a22bd0f96b5618b1c	Saliva	0
9d5054752ed33d6a22bd0f96b5618b1c	Oroph	1.42E-05
9d5054752ed33d6a22bd0f96b5618b1c	Nasal	3.77E-05
9d5054752ed33d6a22bd0f96b5618b1c	Fecal	0.002236741
d900eb33f6b4bc449aab64df16ae18b2	BAL	4.45E-05
d900eb33f6b4bc449aab64df16ae18b2	Saliva	3.32E-05
d900eb33f6b4bc449aab64df16ae18b2	Oroph	3.38E-05
d900eb33f6b4bc449aab64df16ae18b2	Nasal	0.000156347
d900eb33f6b4bc449aab64df16ae18b2	Fecal	0.006751742
0a21726cd4952a96635576553da67787	BAL	0.011425887
0a21726cd4952a96635576553da67787	Saliva	0.00990259
0a21726cd4952a96635576553da67787	Oroph	0.014763132
0a21726cd4952a96635576553da67787	Nasal	0.000946069
0a21726cd4952a96635576553da67787	Fecal	0.000195136
0a857f235b897d7c44e86f0c1b75c69b	BAL	0.007025908
0a857f235b897d7c44e86f0c1b75c69b	Saliva	0.003209983
0a857f235b897d7c44e86f0c1b75c69b	Oroph	0.027587314
0a857f235b897d7c44e86f0c1b75c69b	Nasal	0.000495508
0a857f235b897d7c44e86f0c1b75c69b	Fecal	2.22E-05
426a58d7fde254d8ff01fac25e36ff0e	BAL	0.008499975
426a58d7fde254d8ff01fac25e36ff0e	Saliva	0.006182391
426a58d7fde254d8ff01fac25e36ff0e	Oroph	0.04041444
426a58d7fde254d8ff01fac25e36ff0e	Nasal	0.00058369
426a58d7fde254d8ff01fac25e36ff0e	Fecal	0.000251483
b3caf1cebbd99b08e7814febe747ea05	BAL	0.001321236
b3caf1cebbd99b08e7814febe747ea05	Saliva	0.000846808
b3caf1cebbd99b08e7814febe747ea05	Oroph	0.002287589
b3caf1cebbd99b08e7814febe747ea05	Nasal	4.73E-05
b3caf1cebbd99b08e7814febe747ea05	Fecal	1.08E-05
54020de1a2128769e363d30add67582c	BAL	0
54020de1a2128769e363d30add67582c	Saliva	0
54020de1a2128769e363d30add67582c	Oroph	3.61E-06
54020de1a2128769e363d30add67582c	Nasal	0.002394603
54020de1a2128769e363d30add67582c	Fecal	8.56E-06
6941eda7df776b8ff1deeb8824906b14	BAL	7.83E-05
6941eda7df776b8ff1deeb8824906b14	Saliva	0.002000183
6941eda7df776b8ff1deeb8824906b14	Oroph	0.000358832
6941eda7df776b8ff1deeb8824906b14	Nasal	5.49E-06
6941eda7df776b8ff1deeb8824906b14	Fecal	1.29E-06
fcb6828a045dc6a69bad8b8de33f7547	BAL	1.57E-05
fcb6828a045dc6a69bad8b8de33f7547	Saliva	0.003355665
fcb6828a045dc6a69bad8b8de33f7547	Oroph	5.89E-05
fcb6828a045dc6a69bad8b8de33f7547	Nasal	0
fcb6828a045dc6a69bad8b8de33f7547	Fecal	0
2b869347e522205f1c4a919196e6b45b	BAL	0.000994366
2b869347e522205f1c4a919196e6b45b	Saliva	0.000989273
2b869347e522205f1c4a919196e6b45b	Oroph	0.002477121
2b869347e522205f1c4a919196e6b45b	Nasal	0.000103368
2b869347e522205f1c4a919196e6b45b	Fecal	2.99E-05
ba430d5e27861988066538a27c3742d0	BAL	0.00027693
ba430d5e27861988066538a27c3742d0	Saliva	0.000481794
ba430d5e27861988066538a27c3742d0	Oroph	0.000856923
ba430d5e27861988066538a27c3742d0	Nasal	1.99E-05
ba430d5e27861988066538a27c3742d0	Fecal	0
e811a0533e11feeb36b2121eb5d26458	BAL	0.0005699
e811a0533e11feeb36b2121eb5d26458	Saliva	0.001895474
e811a0533e11feeb36b2121eb5d26458	Oroph	0.000215638
e811a0533e11feeb36b2121eb5d26458	Nasal	0.001121742
e811a0533e11feeb36b2121eb5d26458	Fecal	0
685b8b482de17e1f4b38ac8c79b4e65f	BAL	0.000975905
685b8b482de17e1f4b38ac8c79b4e65f	Saliva	0.000959922
685b8b482de17e1f4b38ac8c79b4e65f	Oroph	0.001479476
685b8b482de17e1f4b38ac8c79b4e65f	Nasal	1.86E-05
685b8b482de17e1f4b38ac8c79b4e65f	Fecal	1.69E-05
17ae20a577370dc92154c6b1f5b2a5aa	BAL	0.004991244
17ae20a577370dc92154c6b1f5b2a5aa	Saliva	0.008071215
17ae20a577370dc92154c6b1f5b2a5aa	Oroph	0.010961191
17ae20a577370dc92154c6b1f5b2a5aa	Nasal	0.000451087
17ae20a577370dc92154c6b1f5b2a5aa	Fecal	5.60E-05
223c37a1f0ce7e3e239d0510ae3eb7c1	BAL	0.000369521
223c37a1f0ce7e3e239d0510ae3eb7c1	Saliva	0.000699739
223c37a1f0ce7e3e239d0510ae3eb7c1	Oroph	0.001698998
223c37a1f0ce7e3e239d0510ae3eb7c1	Nasal	1.97E-05
223c37a1f0ce7e3e239d0510ae3eb7c1	Fecal	0
814d36cce47414becceb7665900831e6	BAL	0.000915762
814d36cce47414becceb7665900831e6	Saliva	0.001615168
814d36cce47414becceb7665900831e6	Oroph	0.00260426
814d36cce47414becceb7665900831e6	Nasal	0.000103363
814d36cce47414becceb7665900831e6	Fecal	2.59E-06
f785a99c791d951a447326035d72c212	BAL	0.000238854
f785a99c791d951a447326035d72c212	Saliva	0.000527921
f785a99c791d951a447326035d72c212	Oroph	0.000943927
f785a99c791d951a447326035d72c212	Nasal	3.85E-06
f785a99c791d951a447326035d72c212	Fecal	0
6657c0e5e27506809598b1cff6e944c3	BAL	0.000709845
6657c0e5e27506809598b1cff6e944c3	Saliva	0.002096675
6657c0e5e27506809598b1cff6e944c3	Oroph	0.001453235
6657c0e5e27506809598b1cff6e944c3	Nasal	0.000101585
6657c0e5e27506809598b1cff6e944c3	Fecal	1.27E-05
fd9e299d678a5a92f2dd845326612c46	BAL	0.000248076
fd9e299d678a5a92f2dd845326612c46	Saliva	0.000313156
fd9e299d678a5a92f2dd845326612c46	Oroph	0.000665838
fd9e299d678a5a92f2dd845326612c46	Nasal	4.52E-05
fd9e299d678a5a92f2dd845326612c46	Fecal	0
a375ce81db65e848c1f762344851193f	BAL	0.000658765
a375ce81db65e848c1f762344851193f	Saliva	0.001606417
a375ce81db65e848c1f762344851193f	Oroph	0.000396185
a375ce81db65e848c1f762344851193f	Nasal	0.000192386
a375ce81db65e848c1f762344851193f	Fecal	4.23E-06
e7e1373564db3d14aa3c8cb4371d2f41	BAL	0.000653862
e7e1373564db3d14aa3c8cb4371d2f41	Saliva	0.000820808
e7e1373564db3d14aa3c8cb4371d2f41	Oroph	0.000162945
e7e1373564db3d14aa3c8cb4371d2f41	Nasal	0
e7e1373564db3d14aa3c8cb4371d2f41	Fecal	3.80E-05
63749f93fa752451b71632e68523bb95	BAL	0
63749f93fa752451b71632e68523bb95	Saliva	7.17E-05
63749f93fa752451b71632e68523bb95	Oroph	0
63749f93fa752451b71632e68523bb95	Nasal	2.57E-06
63749f93fa752451b71632e68523bb95	Fecal	0.001580681
b1a2eb74f17971864ed1ed964da108e5	BAL	0.000127749
b1a2eb74f17971864ed1ed964da108e5	Saliva	8.13E-06
b1a2eb74f17971864ed1ed964da108e5	Oroph	2.50E-06
b1a2eb74f17971864ed1ed964da108e5	Nasal	1.57E-05
b1a2eb74f17971864ed1ed964da108e5	Fecal	0.002352561
f4e78e2e397dc8bd3ca2f87c245a8773	BAL	0.001898202
f4e78e2e397dc8bd3ca2f87c245a8773	Saliva	0.004385495
f4e78e2e397dc8bd3ca2f87c245a8773	Oroph	0.001352634
f4e78e2e397dc8bd3ca2f87c245a8773	Nasal	0.000748768
f4e78e2e397dc8bd3ca2f87c245a8773	Fecal	0.000174155
fae6d0c5cd2a53341a4ec984541b1541	BAL	0.003043893
fae6d0c5cd2a53341a4ec984541b1541	Saliva	0.002756282
fae6d0c5cd2a53341a4ec984541b1541	Oroph	0.000113406
fae6d0c5cd2a53341a4ec984541b1541	Nasal	9.75E-05
fae6d0c5cd2a53341a4ec984541b1541	Fecal	3.80E-05
fa531a9e5007f7d080e555401270d85a	BAL	0.000389895
fa531a9e5007f7d080e555401270d85a	Saliva	0.001114547
fa531a9e5007f7d080e555401270d85a	Oroph	0.000217924
fa531a9e5007f7d080e555401270d85a	Nasal	0.000222274
fa531a9e5007f7d080e555401270d85a	Fecal	0
e708751e62639cc0951c413f92ea7620	BAL	0.008832147
e708751e62639cc0951c413f92ea7620	Saliva	0.00764141
e708751e62639cc0951c413f92ea7620	Oroph	0.002473091
e708751e62639cc0951c413f92ea7620	Nasal	0.000433426
e708751e62639cc0951c413f92ea7620	Fecal	0.000857869
eaec3537b269faaf09eedbfd87549aad	BAL	0.006289574
eaec3537b269faaf09eedbfd87549aad	Saliva	0.002525997
eaec3537b269faaf09eedbfd87549aad	Oroph	0.000995003
eaec3537b269faaf09eedbfd87549aad	Nasal	2.21E-05
eaec3537b269faaf09eedbfd87549aad	Fecal	1.20E-05
8674dcf0cfe35939037fa9a5b986866f	BAL	0.021830459
8674dcf0cfe35939037fa9a5b986866f	Saliva	0.042274404
8674dcf0cfe35939037fa9a5b986866f	Oroph	0.062321725
8674dcf0cfe35939037fa9a5b986866f	Nasal	0.002025649
8674dcf0cfe35939037fa9a5b986866f	Fecal	0.00069901
5d047879489ed3ab2b46680099f20df7	BAL	0.001739282
5d047879489ed3ab2b46680099f20df7	Saliva	0.002480726
5d047879489ed3ab2b46680099f20df7	Oroph	0.00461749
5d047879489ed3ab2b46680099f20df7	Nasal	0
5d047879489ed3ab2b46680099f20df7	Fecal	1.77E-05
e502ebea2a54a6f839d310d6d57e7d47	BAL	0.001188522
e502ebea2a54a6f839d310d6d57e7d47	Saliva	0.001951862
e502ebea2a54a6f839d310d6d57e7d47	Oroph	0.000222024
e502ebea2a54a6f839d310d6d57e7d47	Nasal	0.000108846
e502ebea2a54a6f839d310d6d57e7d47	Fecal	0.003178788
f483115cf9def110ac01dc2ddc065a6c	BAL	1.37E-05
f483115cf9def110ac01dc2ddc065a6c	Saliva	5.49E-06
f483115cf9def110ac01dc2ddc065a6c	Oroph	0
f483115cf9def110ac01dc2ddc065a6c	Nasal	1.88E-05
f483115cf9def110ac01dc2ddc065a6c	Fecal	0.002710121
47d2f0adc9e8063c45ed211dfd73fd63	BAL	0
47d2f0adc9e8063c45ed211dfd73fd63	Saliva	0.000110198
47d2f0adc9e8063c45ed211dfd73fd63	Oroph	0
47d2f0adc9e8063c45ed211dfd73fd63	Nasal	2.17E-05
47d2f0adc9e8063c45ed211dfd73fd63	Fecal	0.001836985
4b7712254e4dd8d5bc585d4a6c5c2e88	BAL	0
4b7712254e4dd8d5bc585d4a6c5c2e88	Saliva	1.78E-05
4b7712254e4dd8d5bc585d4a6c5c2e88	Oroph	2.48E-05
4b7712254e4dd8d5bc585d4a6c5c2e88	Nasal	1.69E-05
4b7712254e4dd8d5bc585d4a6c5c2e88	Fecal	0.013222386
67a5c29ddb5d1eeda2b8780bb4694235	BAL	0.002207274
67a5c29ddb5d1eeda2b8780bb4694235	Saliva	0.002471696
67a5c29ddb5d1eeda2b8780bb4694235	Oroph	0.003248695
67a5c29ddb5d1eeda2b8780bb4694235	Nasal	0.000235014
67a5c29ddb5d1eeda2b8780bb4694235	Fecal	0.000269423
e341d76ffa2250ed506c5fb284abdca6	BAL	0.002010982
e341d76ffa2250ed506c5fb284abdca6	Saliva	0.001092246
e341d76ffa2250ed506c5fb284abdca6	Oroph	0.001770394
e341d76ffa2250ed506c5fb284abdca6	Nasal	6.68E-05
e341d76ffa2250ed506c5fb284abdca6	Fecal	7.63E-05
b601b2ea2b069de7516ec6135c79ee29	BAL	4.07E-05
b601b2ea2b069de7516ec6135c79ee29	Saliva	0
b601b2ea2b069de7516ec6135c79ee29	Oroph	2.33E-06
b601b2ea2b069de7516ec6135c79ee29	Nasal	0.002845674
b601b2ea2b069de7516ec6135c79ee29	Fecal	0.000427977
0fc1b4b38c76ff1d5614d73496426a3e	BAL	0
0fc1b4b38c76ff1d5614d73496426a3e	Saliva	0
0fc1b4b38c76ff1d5614d73496426a3e	Oroph	5.04E-05
0fc1b4b38c76ff1d5614d73496426a3e	Nasal	0.000238579
0fc1b4b38c76ff1d5614d73496426a3e	Fecal	0.003654549
77a920bd965da12d31f93c1adf2c5ea1	BAL	0.000221014
77a920bd965da12d31f93c1adf2c5ea1	Saliva	0.000554811
77a920bd965da12d31f93c1adf2c5ea1	Oroph	0.000269863
77a920bd965da12d31f93c1adf2c5ea1	Nasal	0.001451889
77a920bd965da12d31f93c1adf2c5ea1	Fecal	1.33E-05
43904939ba355dce37c93c12823b71e2	BAL	0
43904939ba355dce37c93c12823b71e2	Saliva	0
43904939ba355dce37c93c12823b71e2	Oroph	0
43904939ba355dce37c93c12823b71e2	Nasal	0
43904939ba355dce37c93c12823b71e2	Fecal	0.001615329
886813d6c66ef41ef648c9b92ffde619	BAL	0
886813d6c66ef41ef648c9b92ffde619	Saliva	0.000218895
886813d6c66ef41ef648c9b92ffde619	Oroph	0.00021073
886813d6c66ef41ef648c9b92ffde619	Nasal	0.001285275
886813d6c66ef41ef648c9b92ffde619	Fecal	0.004987601
685a1812a6e46f72d7cf1f4a060b8e96	BAL	0
685a1812a6e46f72d7cf1f4a060b8e96	Saliva	3.34E-05
685a1812a6e46f72d7cf1f4a060b8e96	Oroph	0
685a1812a6e46f72d7cf1f4a060b8e96	Nasal	0.000118752
685a1812a6e46f72d7cf1f4a060b8e96	Fecal	0.00230342
ffef4c02adc80b91aab3a5f338357160	BAL	0
ffef4c02adc80b91aab3a5f338357160	Saliva	0
ffef4c02adc80b91aab3a5f338357160	Oroph	0
ffef4c02adc80b91aab3a5f338357160	Nasal	5.89E-05
ffef4c02adc80b91aab3a5f338357160	Fecal	0.002345052
6a4c0e5943a7eb8c9f0b5b5e69171828	BAL	0
6a4c0e5943a7eb8c9f0b5b5e69171828	Saliva	3.05E-05
6a4c0e5943a7eb8c9f0b5b5e69171828	Oroph	0
6a4c0e5943a7eb8c9f0b5b5e69171828	Nasal	6.40E-05
6a4c0e5943a7eb8c9f0b5b5e69171828	Fecal	0.013128139
7d78ed99b08bd1723065fdd795d17e9c	BAL	0.00127148
7d78ed99b08bd1723065fdd795d17e9c	Saliva	5.14E-05
7d78ed99b08bd1723065fdd795d17e9c	Oroph	0.001762738
7d78ed99b08bd1723065fdd795d17e9c	Nasal	0.239368624
7d78ed99b08bd1723065fdd795d17e9c	Fecal	0.002328884
aa9b3a1418d146c262ec63305292065a	BAL	1.96E-05
aa9b3a1418d146c262ec63305292065a	Saliva	0.000353963
aa9b3a1418d146c262ec63305292065a	Oroph	0.000488289
aa9b3a1418d146c262ec63305292065a	Nasal	0.067189178
aa9b3a1418d146c262ec63305292065a	Fecal	0.025974298
68a9a8d8da1080f31a76648ced142371	BAL	0.002886703
68a9a8d8da1080f31a76648ced142371	Saliva	0.000113255
68a9a8d8da1080f31a76648ced142371	Oroph	0.000200755
68a9a8d8da1080f31a76648ced142371	Nasal	0.000505445
68a9a8d8da1080f31a76648ced142371	Fecal	0.014053205
68478e98da7ebca4745ffc125ba02668	BAL	5.34E-05
68478e98da7ebca4745ffc125ba02668	Saliva	5.75E-06
68478e98da7ebca4745ffc125ba02668	Oroph	0
68478e98da7ebca4745ffc125ba02668	Nasal	0.006066529
68478e98da7ebca4745ffc125ba02668	Fecal	8.46E-05
d48698c4d279e61a7bc78931ca730b40	BAL	0
d48698c4d279e61a7bc78931ca730b40	Saliva	0
d48698c4d279e61a7bc78931ca730b40	Oroph	0
d48698c4d279e61a7bc78931ca730b40	Nasal	0.001649135
d48698c4d279e61a7bc78931ca730b40	Fecal	1.19E-05
ec6665f4d7bda38bfb9ebcac845d2067	BAL	0.000206749
ec6665f4d7bda38bfb9ebcac845d2067	Saliva	9.24E-06
ec6665f4d7bda38bfb9ebcac845d2067	Oroph	9.95E-05
ec6665f4d7bda38bfb9ebcac845d2067	Nasal	0.025908613
ec6665f4d7bda38bfb9ebcac845d2067	Fecal	0.000366684
0e2d370f860f8262fe2d1fd778dd030f	BAL	0
0e2d370f860f8262fe2d1fd778dd030f	Saliva	0
0e2d370f860f8262fe2d1fd778dd030f	Oroph	0
0e2d370f860f8262fe2d1fd778dd030f	Nasal	7.31E-05
0e2d370f860f8262fe2d1fd778dd030f	Fecal	0.003725799
820f6693f569e339f183638cd73a7fe6	BAL	0.000133173
820f6693f569e339f183638cd73a7fe6	Saliva	5.63E-06
820f6693f569e339f183638cd73a7fe6	Oroph	0.000208377
820f6693f569e339f183638cd73a7fe6	Nasal	0.027833253
820f6693f569e339f183638cd73a7fe6	Fecal	0.00437557
f8bcddaea88eb790743420346bb1bc80	BAL	0.001920304
f8bcddaea88eb790743420346bb1bc80	Saliva	0.002286465
f8bcddaea88eb790743420346bb1bc80	Oroph	0.000960282
f8bcddaea88eb790743420346bb1bc80	Nasal	0.000418142
f8bcddaea88eb790743420346bb1bc80	Fecal	1.79E-05
d83f60183d81253a505beaeef3cd168f	BAL	0.001276798
d83f60183d81253a505beaeef3cd168f	Saliva	0.001467884
d83f60183d81253a505beaeef3cd168f	Oroph	0.000658485
d83f60183d81253a505beaeef3cd168f	Nasal	0.00054704
d83f60183d81253a505beaeef3cd168f	Fecal	1.87E-05
7d135dfbf857c62673695ef24332b100	BAL	0.002722328
7d135dfbf857c62673695ef24332b100	Saliva	0.002812938
7d135dfbf857c62673695ef24332b100	Oroph	0.002213399
7d135dfbf857c62673695ef24332b100	Nasal	0.000267679
7d135dfbf857c62673695ef24332b100	Fecal	0.000150974
2721fd42d5373667f111c60faaf21eac	BAL	0.004276667
2721fd42d5373667f111c60faaf21eac	Saliva	0.00299265
2721fd42d5373667f111c60faaf21eac	Oroph	0.003414427
2721fd42d5373667f111c60faaf21eac	Nasal	0.000168568
2721fd42d5373667f111c60faaf21eac	Fecal	0.000160644
1902045fa7900495d421b8a8f308eb85	BAL	0.00122037
1902045fa7900495d421b8a8f308eb85	Saliva	0.000938486
1902045fa7900495d421b8a8f308eb85	Oroph	0.000585249
1902045fa7900495d421b8a8f308eb85	Nasal	1.01E-05
1902045fa7900495d421b8a8f308eb85	Fecal	1.29E-05
1739d8f19c1ac366a2138b64b03047a9	BAL	0.001899852
1739d8f19c1ac366a2138b64b03047a9	Saliva	0.001659322
1739d8f19c1ac366a2138b64b03047a9	Oroph	0.002020124
1739d8f19c1ac366a2138b64b03047a9	Nasal	0.000133454
1739d8f19c1ac366a2138b64b03047a9	Fecal	0
36ce67b3fecce277df99829617975495	BAL	0.004919299
36ce67b3fecce277df99829617975495	Saliva	0.003320296
36ce67b3fecce277df99829617975495	Oroph	0.004108867
36ce67b3fecce277df99829617975495	Nasal	0.000347979
36ce67b3fecce277df99829617975495	Fecal	7.44E-06
0c579d21280801f02a641e1608606927	BAL	2.58E-05
0c579d21280801f02a641e1608606927	Saliva	0.000168375
0c579d21280801f02a641e1608606927	Oroph	0.000287709
0c579d21280801f02a641e1608606927	Nasal	0.00166746
0c579d21280801f02a641e1608606927	Fecal	0.000215026
29f83e66700f19358051530ce2f68e96	BAL	0.024632763
29f83e66700f19358051530ce2f68e96	Saliva	0.00653696
29f83e66700f19358051530ce2f68e96	Oroph	0
29f83e66700f19358051530ce2f68e96	Nasal	1.06E-05
29f83e66700f19358051530ce2f68e96	Fecal	0.000223867
a814e18dc6c018749b8c0e8f314a63aa	BAL	0
a814e18dc6c018749b8c0e8f314a63aa	Saliva	0.000101157
a814e18dc6c018749b8c0e8f314a63aa	Oroph	7.51E-06
a814e18dc6c018749b8c0e8f314a63aa	Nasal	0.000133801
a814e18dc6c018749b8c0e8f314a63aa	Fecal	0.00447388
366bb3ddd63d135bec172051cf2cfe0a	BAL	0.00065822
366bb3ddd63d135bec172051cf2cfe0a	Saliva	0.001897185
366bb3ddd63d135bec172051cf2cfe0a	Oroph	0.005670863
366bb3ddd63d135bec172051cf2cfe0a	Nasal	0.000334283
366bb3ddd63d135bec172051cf2cfe0a	Fecal	8.55E-05
c5e48d33cc9cb2091f9867c5937315dd	BAL	0
c5e48d33cc9cb2091f9867c5937315dd	Saliva	1.87E-05
c5e48d33cc9cb2091f9867c5937315dd	Oroph	2.50E-06
c5e48d33cc9cb2091f9867c5937315dd	Nasal	2.50E-05
c5e48d33cc9cb2091f9867c5937315dd	Fecal	0.002160815
df8456a1abbfb4c8a2c450b44378d4cb	BAL	0.001926268
df8456a1abbfb4c8a2c450b44378d4cb	Saliva	0.003172565
df8456a1abbfb4c8a2c450b44378d4cb	Oroph	0.007179299
df8456a1abbfb4c8a2c450b44378d4cb	Nasal	0.001225458
df8456a1abbfb4c8a2c450b44378d4cb	Fecal	0.000274372
732f61386b8757029b0891b0ddde928f	BAL	0.00027605
732f61386b8757029b0891b0ddde928f	Saliva	0.001469226
732f61386b8757029b0891b0ddde928f	Oroph	0.003484052
732f61386b8757029b0891b0ddde928f	Nasal	3.14E-05
732f61386b8757029b0891b0ddde928f	Fecal	0.00010039
0ed3a6836e138f14044f6950ad7280d2	BAL	0.000122064
0ed3a6836e138f14044f6950ad7280d2	Saliva	0.000597741
0ed3a6836e138f14044f6950ad7280d2	Oroph	0.000264644
0ed3a6836e138f14044f6950ad7280d2	Nasal	0.000968707
0ed3a6836e138f14044f6950ad7280d2	Fecal	0
35ffcc3b809d667286737d79670b8de5	BAL	2.22E-06
35ffcc3b809d667286737d79670b8de5	Saliva	0
35ffcc3b809d667286737d79670b8de5	Oroph	3.67E-05
35ffcc3b809d667286737d79670b8de5	Nasal	6.05E-05
35ffcc3b809d667286737d79670b8de5	Fecal	0.006034659
315ca0a729f126b941ba111a16d4d97a	BAL	3.47E-05
315ca0a729f126b941ba111a16d4d97a	Saliva	1.34E-06
315ca0a729f126b941ba111a16d4d97a	Oroph	2.62E-05
315ca0a729f126b941ba111a16d4d97a	Nasal	0.000552058
315ca0a729f126b941ba111a16d4d97a	Fecal	0.005876594
23bd044024010c3ba28e2542b98a22e1	BAL	0
23bd044024010c3ba28e2542b98a22e1	Saliva	2.06E-05
23bd044024010c3ba28e2542b98a22e1	Oroph	0
23bd044024010c3ba28e2542b98a22e1	Nasal	1.07E-05
23bd044024010c3ba28e2542b98a22e1	Fecal	0.002036039
2359b6a4d6a1188eac7ed4daae3e165f	BAL	0
2359b6a4d6a1188eac7ed4daae3e165f	Saliva	4.21E-05
2359b6a4d6a1188eac7ed4daae3e165f	Oroph	9.01E-06
2359b6a4d6a1188eac7ed4daae3e165f	Nasal	0.000102939
2359b6a4d6a1188eac7ed4daae3e165f	Fecal	0.005307165
fac54fffc3590462dcdb5d93230fbb44	BAL	8.48E-06
fac54fffc3590462dcdb5d93230fbb44	Saliva	1.38E-06
fac54fffc3590462dcdb5d93230fbb44	Oroph	0
fac54fffc3590462dcdb5d93230fbb44	Nasal	0.001708846
fac54fffc3590462dcdb5d93230fbb44	Fecal	4.16E-05
5a7b179b1b45f0fe2282f260bf073f60	BAL	0.000103554
5a7b179b1b45f0fe2282f260bf073f60	Saliva	3.40E-05
5a7b179b1b45f0fe2282f260bf073f60	Oroph	0.000382002
5a7b179b1b45f0fe2282f260bf073f60	Nasal	0.017293787
5a7b179b1b45f0fe2282f260bf073f60	Fecal	0.00062037
35cbb315e019e0a8768d4b73862df415	BAL	0
35cbb315e019e0a8768d4b73862df415	Saliva	6.63E-06
35cbb315e019e0a8768d4b73862df415	Oroph	0
35cbb315e019e0a8768d4b73862df415	Nasal	1.99E-05
35cbb315e019e0a8768d4b73862df415	Fecal	0.002418067
a22c8ef72659b99e76dd5d4ec6b37843	BAL	0
a22c8ef72659b99e76dd5d4ec6b37843	Saliva	3.06E-05
a22c8ef72659b99e76dd5d4ec6b37843	Oroph	0
a22c8ef72659b99e76dd5d4ec6b37843	Nasal	4.98E-06
a22c8ef72659b99e76dd5d4ec6b37843	Fecal	0.001541087
f9612c98d79c37a803a973724113cef6	BAL	0.002618261
f9612c98d79c37a803a973724113cef6	Saliva	0.002189529
f9612c98d79c37a803a973724113cef6	Oroph	0.004991921
f9612c98d79c37a803a973724113cef6	Nasal	0.000200666
f9612c98d79c37a803a973724113cef6	Fecal	0.000103026
9382cd508f3bd05365a844dea9bc2162	BAL	0.000352531
9382cd508f3bd05365a844dea9bc2162	Saliva	0.000146887
9382cd508f3bd05365a844dea9bc2162	Oroph	0.001052358
9382cd508f3bd05365a844dea9bc2162	Nasal	1.06E-05
9382cd508f3bd05365a844dea9bc2162	Fecal	3.40E-05
85c44c83eddc5d3028261a1000b7d0e1	BAL	0.024782037
85c44c83eddc5d3028261a1000b7d0e1	Saliva	0.011422538
85c44c83eddc5d3028261a1000b7d0e1	Oroph	0.010686052
85c44c83eddc5d3028261a1000b7d0e1	Nasal	0.001546935
85c44c83eddc5d3028261a1000b7d0e1	Fecal	0.000968191
306885bb108656641ce13c5a740ef46c	BAL	0
306885bb108656641ce13c5a740ef46c	Saliva	0.000158229
306885bb108656641ce13c5a740ef46c	Oroph	2.36E-06
306885bb108656641ce13c5a740ef46c	Nasal	0.000119769
306885bb108656641ce13c5a740ef46c	Fecal	0.006964956
c48070f3061b086b60ff32f77e0002fa	BAL	0
c48070f3061b086b60ff32f77e0002fa	Saliva	0
c48070f3061b086b60ff32f77e0002fa	Oroph	0
c48070f3061b086b60ff32f77e0002fa	Nasal	4.34E-05
c48070f3061b086b60ff32f77e0002fa	Fecal	0.00313937
9639a3291729a3758207b47715d9205f	BAL	0
9639a3291729a3758207b47715d9205f	Saliva	2.56E-06
9639a3291729a3758207b47715d9205f	Oroph	0
9639a3291729a3758207b47715d9205f	Nasal	6.33E-05
9639a3291729a3758207b47715d9205f	Fecal	0.002285839
f5f5e0da89730462abaf6301a9557193	BAL	6.66E-05
f5f5e0da89730462abaf6301a9557193	Saliva	2.92E-05
f5f5e0da89730462abaf6301a9557193	Oroph	1.92E-05
f5f5e0da89730462abaf6301a9557193	Nasal	0.000239574
f5f5e0da89730462abaf6301a9557193	Fecal	0.010547293
8e175abe6a746b8f33bae9cd7c8192bb	BAL	0
8e175abe6a746b8f33bae9cd7c8192bb	Saliva	1.94E-05
8e175abe6a746b8f33bae9cd7c8192bb	Oroph	0
8e175abe6a746b8f33bae9cd7c8192bb	Nasal	0.000291312
8e175abe6a746b8f33bae9cd7c8192bb	Fecal	0.017528907
59777186ad2e0947e97615b5d6225136	BAL	3.89E-06
59777186ad2e0947e97615b5d6225136	Saliva	2.36E-05
59777186ad2e0947e97615b5d6225136	Oroph	6.35E-06
59777186ad2e0947e97615b5d6225136	Nasal	0.000115106
