ID	Sites	HigherAbundance
17ae20a577370dc92154c6b1f5b2a5aa	Oroph	0.010961191
223c37a1f0ce7e3e239d0510ae3eb7c1	Oroph	0.001698998
814d36cce47414becceb7665900831e6	Oroph	0.00260426
f785a99c791d951a447326035d72c212	Oroph	0.000943927
6657c0e5e27506809598b1cff6e944c3	Saliva	0.002096675
fd9e299d678a5a92f2dd845326612c46	Oroph	0.000665838
a375ce81db65e848c1f762344851193f	Saliva	0.001606417
e7e1373564db3d14aa3c8cb4371d2f41	Saliva	0.000820808
63749f93fa752451b71632e68523bb95	Fecal	0.001580681
b1a2eb74f17971864ed1ed964da108e5	Fecal	0.002352561
f4e78e2e397dc8bd3ca2f87c245a8773	Saliva	0.004385495
fae6d0c5cd2a53341a4ec984541b1541	BAL	0.003043893
fa531a9e5007f7d080e555401270d85a	Saliva	0.001114547
e708751e62639cc0951c413f92ea7620	BAL	0.008832147
eaec3537b269faaf09eedbfd87549aad	BAL	0.006289574
8674dcf0cfe35939037fa9a5b986866f	Oroph	0.062321725
5d047879489ed3ab2b46680099f20df7	Oroph	0.00461749
e502ebea2a54a6f839d310d6d57e7d47	Fecal	0.003178788
f483115cf9def110ac01dc2ddc065a6c	Fecal	0.002710121
47d2f0adc9e8063c45ed211dfd73fd63	Fecal	0.001836985
4b7712254e4dd8d5bc585d4a6c5c2e88	Fecal	0.013222386
67a5c29ddb5d1eeda2b8780bb4694235	Oroph	0.003248695
e341d76ffa2250ed506c5fb284abdca6	BAL	0.002010982
b601b2ea2b069de7516ec6135c79ee29	Nasal	0.002845674
0fc1b4b38c76ff1d5614d73496426a3e	Fecal	0.003654549
77a920bd965da12d31f93c1adf2c5ea1	Nasal	0.001451889
43904939ba355dce37c93c12823b71e2	Fecal	0.001615329
886813d6c66ef41ef648c9b92ffde619	Fecal	0.004987601
685a1812a6e46f72d7cf1f4a060b8e96	Fecal	0.00230342
ffef4c02adc80b91aab3a5f338357160	Fecal	0.002345052
6a4c0e5943a7eb8c9f0b5b5e69171828	Fecal	0.013128139
7d78ed99b08bd1723065fdd795d17e9c	Nasal	0.239368624
aa9b3a1418d146c262ec63305292065a	Nasal	0.067189178
68a9a8d8da1080f31a76648ced142371	Fecal	0.014053205
68478e98da7ebca4745ffc125ba02668	Nasal	0.006066529
d48698c4d279e61a7bc78931ca730b40	Nasal	0.001649135
ec6665f4d7bda38bfb9ebcac845d2067	Nasal	0.025908613
0e2d370f860f8262fe2d1fd778dd030f	Fecal	0.003725799
820f6693f569e339f183638cd73a7fe6	Nasal	0.027833253
f8bcddaea88eb790743420346bb1bc80	Saliva	0.002286465
d83f60183d81253a505beaeef3cd168f	Saliva	0.001467884
7d135dfbf857c62673695ef24332b100	Saliva	0.002812938
2721fd42d5373667f111c60faaf21eac	BAL	0.004276667
1902045fa7900495d421b8a8f308eb85	BAL	0.00122037
1739d8f19c1ac366a2138b64b03047a9	Oroph	0.002020124
36ce67b3fecce277df99829617975495	BAL	0.004919299
0c579d21280801f02a641e1608606927	Nasal	0.00166746
29f83e66700f19358051530ce2f68e96	BAL	0.024632763
a814e18dc6c018749b8c0e8f314a63aa	Fecal	0.00447388
366bb3ddd63d135bec172051cf2cfe0a	Oroph	0.005670863
c5e48d33cc9cb2091f9867c5937315dd	Fecal	0.002160815
df8456a1abbfb4c8a2c450b44378d4cb	Oroph	0.007179299
732f61386b8757029b0891b0ddde928f	Oroph	0.003484052
0ed3a6836e138f14044f6950ad7280d2	Nasal	0.000968707
35ffcc3b809d667286737d79670b8de5	Fecal	0.006034659
315ca0a729f126b941ba111a16d4d97a	Fecal	0.005876594
23bd044024010c3ba28e2542b98a22e1	Fecal	0.002036039
2359b6a4d6a1188eac7ed4daae3e165f	Fecal	0.005307165
fac54fffc3590462dcdb5d93230fbb44	Nasal	0.001708846
5a7b179b1b45f0fe2282f260bf073f60	Nasal	0.017293787
35cbb315e019e0a8768d4b73862df415	Fecal	0.002418067
a22c8ef72659b99e76dd5d4ec6b37843	Fecal	0.001541087
f9612c98d79c37a803a973724113cef6	Oroph	0.004991921
9382cd508f3bd05365a844dea9bc2162	Oroph	0.001052358
85c44c83eddc5d3028261a1000b7d0e1	BAL	0.024782037
306885bb108656641ce13c5a740ef46c	Fecal	0.006964956
c48070f3061b086b60ff32f77e0002fa	Fecal	0.00313937
9639a3291729a3758207b47715d9205f	Fecal	0.002285839
f5f5e0da89730462abaf6301a9557193	Fecal	0.010547293
8e175abe6a746b8f33bae9cd7c8192bb	Fecal	0.017528907
59777186ad2e0947e97615b5d6225136	Fecal	0.008391369
8135beec331a8d558070c38b580e4b8e	Fecal	0.00491026
d9eea834805833ac21a86fdabedd8556	Fecal	0.003038817
601101d33cdf43a40bd674a50711af52	Fecal	0.002144857
ec6732c2e0d4cf64b3d0350e7fe3defb	Fecal	0.0037042
263e41ea2c25dc87bd2ff5910cf30d40	Fecal	0.009133318
f4cc6e4932f507b33d1335d801f54563	Fecal	0.001654275
c24e0e391aa836b5eae25567c7eb89ee	Fecal	0.006687269
2e4f2b53b856c4def6d021d01f5abb70	Fecal	0.005680311
b0f5209ef3b4eba6f0348affcacd5862	Saliva	0.001348943
a2cec0e8d7fe26f1b4376f3692c2c51e	Saliva	0.00250575
8f2b0e2fc9c1738f298f80558b81e0b6	BAL	0.000836743
36d9ad396b85196c9b4cf68b81789585	Fecal	0.003332759
33518e48b174ac428cb7be1a216c6c6e	Fecal	0.003713397
37ab4ef1ea2e1b3c05fc73c9da192b05	Saliva	0.001752756
8b53c1e7c9d8c5c7f2478c690c456448	Saliva	0.006603337
2df371c65a7a3622b70415bd07c4081f	Saliva	0.003635982
08bd43071a06abf56df235fca6655bea	Fecal	0.002289624
9e3226efaf559eb14a478f880462cb8a	Fecal	0.003365332
7af6fc12809fdafab918881f836460f8	Fecal	0.005363281
00a96fbd0ac34bfd245f9c24f8737f7d	Fecal	0.002558239
c6c3ab4e828fb40d6e05967b7aac9338	Fecal	0.013601524
bed671b4676144142cebd192b690f499	Fecal	0.002305619
0a68ec564e278b0246c920ad7de41880	Fecal	0.003386927
d76d59ec71de0e3b22da0c9cd564d41a	Fecal	0.006531393
d23dcbe0b3e253d3d5f462f07b5bea0b	Oroph	0.00279631
7e87735c204e7966d544fda276496db7	Oroph	0.001261438
221dbaf580e1944a357a16526a4ca143	Saliva	0.002532565
9908fffab7ed4f3bec44cda2f5084d49	Fecal	0.004277223
942ec60e75a4f9183b9b69cbf8960379	BAL	0.002572175
2bd9309f2f97cae51d18d06ea1ca519a	BAL	0.012529495
29fbc7e5021229480248fa7466a499a2	Saliva	0.00092192
b03d2e5ac94c7a0d115e5c542e9315e8	Nasal	0.035194575
f7447c8e079023f4f2579d8580575dd3	Fecal	0.010365507
8ae885b74c0c26b7c757e8fa4bf3f226	Oroph	0.0005649
c83c84c8f82639c3bcb16c5630f257b2	Fecal	0.001793614
b484195da5a669012008758c2f88fb90	Fecal	0.010561904
e021b1d10d3d00e2ef45a16fce40938e	Fecal	0.002077162
818434292143daca42a3168f3728da82	BAL	0.001701499
e7ab4b543a03582976d41c0df48b69fe	Fecal	0.002640099
f1ce4897644877cf6f1235176866dfed	Fecal	0.002453886
209b0f9c375da503e050c43a24e70855	Fecal	0.001480656
f1c14db955660c59d2d2ac233bb9bac8	Fecal	0.002001107
44158349d8858abc6c04aada0c131da5	Fecal	0.001891515
1ee7bf98ab815301c3c3e7407cebfa65	Oroph	0.001115132
76a2a89fb35336e7b117fc44ff915092	Oroph	0.001618554
923f521b9cf313f1f95c9367e09bbc1c	Oroph	0.062095207
cd9401a6bce4a63af516d06d2a843f9d	Oroph	0.043990555
2740cf2417c92847cc298cbd71dd1fcd	Saliva	0.001937188
8d35d777e6abf2644eb139cf26bf2cbc	Oroph	0.000772559
b022b5312f30be684bdd2cc66030dea5	BAL	0.001690118
3916a456bb0a3bfd02c15fd537ff5923	Oroph	0.007729371
dcb780205dff9735d08f1a23c93470cf	Saliva	0.002850498
6cb8554bacf666885f13532fe255ae86	Saliva	0.002094929
f0140aec257756213c446d6d7c286873	Saliva	0.002470473
f117f249f9d1425f4ecfc792bd51c3f9	Saliva	0.008651229
08a0cf376add32f3f4b57ec1e82a7a27	Fecal	0.007006504
052ed87a5bce8789c20b59effda065d6	Fecal	0.018779702
ca647fe90e501808421954e5fbf9faa6	Fecal	0.002140399
1f0532e025d966a685fd0d1f3144bc8a	BAL	0.016458207
99bccd58aaeb00f98e22add40be6e36b	Nasal	0.005363717
09ba0dcc9d08747a09b3a4ec08c8d529	BAL	0.002304991
b688fd2360318f8ca8b3cc33fb7af7d2	BAL	0.005247184
644fd07dc284e48b3f9bdbf76078fd2e	Fecal	0.003273654
5643a8775757764abd83894a2cd7889f	BAL	0.001868497
14bebabdecdeb9efdd5809629e49451f	Saliva	0.006084287
300568e1ddcb6356519af1a75ab2df4b	BAL	0.001018612
98bcf713cdab713b589f72f2ebcef570	BAL	0.006884693
ff48ea2b9d30c737b53aeb9841179d57	BAL	0.005187472
e93b313352019b8113e7fc66bf757917	BAL	0.006665299
b407c0316dbd17ba50708ee7a6bb48e6	Fecal	0.004956755
7fb08fa9b7b2eef6a3db57d0de769227	Nasal	0.028628588
b2574632cd105083065793a728d40c81	Fecal	0.018423096
19a779b06d85c489c23dcd3d3817226b	Fecal	0.004977672
ebfa2bf5f3b4bcbc56de0128026b4ace	Fecal	0.002614843
fd142f8d5321b7cc15800fa19096a231	Fecal	0.006112337
f42309a74e8f72143785a7207584b6f7	Fecal	0.003897576
9e3e61ab8f8501e49dfd6f9a0af91d14	Nasal	0.004294594
41f3f39a0335a7392afa80327caf0f77	Nasal	0.008409281
715ccce623a963888d484f969b745fb4	Nasal	0.001890396
c67ba62f34a05261ea7a810ff643a52c	Nasal	0.015786101
304a8d1fb0f5543cf1c23064bfe3691c	Nasal	0.004607003
4245fe74d6dc62e222f933d3dc8502f5	Fecal	0.00926525
47dd73619a45151ac47a3f6b6958806a	Fecal	0.002418556
9ee9d7f1e7a96963f1ee2668f858fced	Fecal	0.014570616
13c1b2a8c491cf3fba2fa50e45717450	Fecal	0.002715912
eebdf542c58b46b9406e8329ec3c4637	Fecal	0.003879866
46e9544e9c5e7ed6d90a7b50a8a9c990	Fecal	0.007921154
665cdf4f926f0d35ee50f8a7aa7f8864	Fecal	0.002346406
2ddd42722497082a323c3317657ae6c0	Fecal	0.00460477
22b3c70cdfb1714224e1bf8a6314bee9	Fecal	0.111928367
3eb129ba3c12a44620647798dde41194	Saliva	0.013060781
e760971780dcb309a237f68058c31e6d	Saliva	0.003726572
e4058d5037f2c99fb08fb9e496662f5a	Saliva	0.001628936
ad74eabc2b6ff455a8f1892bee15a3cc	Saliva	0.005482348
66183e8ac50b4ff7206c7b4f56bcea76	Saliva	0.000938919
598d37aa0ecec87f152ac33f00540309	Fecal	0.00170281
195a6faf067d7e7afcefd42a76f1e1dc	Fecal	0.002280872
ad507e5af33142b0fa3228bd0eb25923	Fecal	0.003046787
31f567f59096ed2d57feecc6c3621a58	Fecal	0.0047152
6addbdcf8cdad8201770ae689f90e870	Fecal	0.003738524
d8e7f9181e4d5a4a6453e9ca9996a43f	Fecal	0.002785588
19da890972569b6859c360e9b4c8751e	Fecal	0.001464487
e4fb0081d4b0d27e8f5f9c663cb660d5	Fecal	0.005870185
d639e9434c8f50838a4a89f78f19998f	Fecal	0.005903075
6d860023f7cb5928a25af41e9f53ed30	Fecal	0.005635115
89518c461c1f5cdb4568df5372955e96	Fecal	0.001455198
b0074af6b9640c09199843a3114c6a6c	Fecal	0.001928217
39affe4f24aab02b897ece4e7d11f23d	Oroph	0.00934309
224102d609b83a172b11bd9115107f16	Saliva	0.037466611
2c79c63cbe2431fb26273878631cf564	Saliva	0.001312782
9b84c28457b400b5694dd08547a42e61	BAL	0.001491462
3860fb8719be03e4c32923cb8339c30b	Saliva	0.000656873
900459d7792d6eda2a65aa3b2063fad6	BAL	0.006817238
0232b56c81bb04fb94bdcfdf8b073ae1	BAL	0.028182264
194ea72c6c961c998dc144e326b54709	Saliva	0.001612679
878fc53ff6f6333a92673b700951fa1b	Fecal	0.004453887
a82d1e0712d504e0239634e3e5321438	Saliva	0.001296891
87461b5f2af4769574e5c3af8b7a3d03	BAL	0.001049292
2f3da68606254b35e1d68615524c6815	Oroph	0.001267706
09f9294499192d4eecf29e85501cc425	Saliva	0.000628538
1b98b00b0fc819488d76aa0c09d57bcc	BAL	0.003640266
ce54fd570e2891bb1c24b6b985436151	Saliva	0.001468707
d7926eba30ca0f01bac6fc5d090e9ab9	Saliva	0.003495584
ab194b768a4f58794c925c5a7f73dc9c	Saliva	0.000877823
7fae613f7cc102eb5599d1caa6893bb9	Fecal	0.014007053
a4eac9fcad4c5f9555c01a06d10b6fc6	Saliva	0.00091533
65d43491988bfe557da4d86a5ba25dae	Nasal	0.23032903
61d3681d1e82fd381aaa278aa83a82af	Nasal	0.00209525
4e0763702795e6afb59e7d22281a0099	Nasal	0.002447527
922d33a2963d3e87a3d4df6b82371235	Nasal	0.00058735
f911ef9948ed9417792816f5ff6b7c59	Nasal	0.001245185
d7c993fe2e7c409aff6d711fb8a8caae	Nasal	0.001444468
aafb6ca6537c21f170ece1de474769ab	Nasal	0.008006863
9e1b1776cd5973bca311645149a85b87	Nasal	0.007869661
3d5baff45729bf2214074c2e9f77ad10	Nasal	0.008507998
ea403646ed22d679fa4586263d8fc32f	Nasal	0.011871645
e8386d3a307c208c4b9f0a756259cd6b	Nasal	0.00821778
3ebe761bfb1238c87195d431f41bf976	Nasal	0.003875879
d15bc449222795a9ff230013aa633686	Nasal	0.002506504
ec662628330038e4e60be34e6af3a590	Nasal	0.009641946
f4801b7a68515d9005fa572ee6afdf41	BAL	0.003065018
d42c2c701a03cca039cfb8802c410314	Oroph	0.001245624
e6319544c74fec49ebcbbc75ccb9162f	Oroph	0.000701283
9b08c9354fd61c20fcaeab86131b8dbd	Saliva	0.001560249
f1860fe716257bd5fd5c4c6a16cf3b95	Saliva	0.015154025
ae29267a42a7f7a6bc8b73ec5e672ee1	BAL	0.000651525
e1d4f1eb76345f33375935a9f39dbde1	Saliva	0.002612426
48f0d876ee2f7c66d30de34394361f0b	Saliva	0.007590712
28f6d2471b912b53ca49e5f0e48f7a7f	Saliva	0.001888107
8048c6d48b7eb0a432dc4aa28e73ecce	Saliva	0.003685584
617e66986561b6b92842b3469980c4a7	Saliva	0.000743328
b92f639f5ee6083c29a04ba7af01e594	Saliva	0.001058514
4f5efd25dacb5d639316e7291ff6ff8b	Oroph	0.134201915
ca6e8c9e4b092b9e0eb5f3cb54ffe8fc	Oroph	0.001872342
4a1e5e44473fcf41f308288148927289	Nasal	0.026145195
864267f12bedace19272af56224498c7	Nasal	0.002844823
861c43480c852e1733dce289b09a66e5	Nasal	0.002523903
dbcdaca3ee9e9fe75d8829e87b8551dc	Fecal	0.002173516
9282e20164736c7ada9bd98d04654b5e	Fecal	0.001545925
c845eda99662b5a88a8c8e979ec07dd0	Saliva	0.00737868
6fcad71a1f8cb2b13581ebe78f6ef25c	Saliva	0.001092594
fdec5bb61cc224b5be91da56daa602cb	Nasal	0.004002181
e78ecb138a8bee2a728274b849db12c1	BAL	0.007041324
ca9c66d47347c03d0343d6fe03ed8636	BAL	0.029909523
c1ad866ca4cc57cefffbfdb11f5388b8	BAL	0.001408634
153a1c462f6c9cc86cb69c231e968272	BAL	0.003141971
59f7d8a7f37d6eeec95eb556f33da267	BAL	0.006937389
31175682ecddf94b762bb23e6acdb1a0	Saliva	0.000522716
394eda29c886632f514dd94b58381186	Oroph	0.047457344
8e80ec2ce7273253b1e98358d64aef04	BAL	0.010105607
3d59754994ad442a8c7e69589d74a6ce	Oroph	0.010034344
e5c19d7800b18015f3a917fc015fc42f	Nasal	0.007982676
bb7e5c6df18c100b97f890fc35eb2911	Nasal	0.004382093
d46e2205f0c6ecf67b51f83d111c509c	Fecal	0.017661733
82dece6e35540738ba450a0c3a90b5a0	BAL	0.005886694
4cc817431b3c62a5fc9a845599d17ac5	Nasal	0.00277496
5648dccee530d68ceb3e4d7d22cf8756	BAL	0.002415158
c06ccd1f7d57566ef669942328b1a946	BAL	0.004931313
42e9464e281f53ba8a4f84d59d523431	Nasal	0.000930344
8ba280960c38302d7e1581541c595b59	Nasal	0.001327364
d829bee4984f82ffc2453212157caf96	BAL	0.002145485
56de2ad73463b873a35deb39961b7fed	Nasal	0.001056404
a537d8bab85c83b0e74c73c55790324b	BAL	0.002909015
3d6da4853055ccfc80db03cefee88f5a	Nasal	0.001791028
0b163e7e370cd0ff27a04ec8d856a58a	BAL	0.000888304
e646037b0d1ed8bbd16c6ce2f4372732	Saliva	0.003362092
8e493df449e84acb4e24f5811ff3599b	Oroph	0.004308164
02df8598ac39f1ef54609afb19c8c450	BAL	0.053161123
56bde454092279f47b556883d5909620	Oroph	0.00580939
06f825b512d903b9230e1a55d87359ee	BAL	0.123366065
1b51357852b0b814b4d9918c6f0ab762	Saliva	0.003233443
edc9e5c16e40aff1eadce6597940f08f	BAL	0.009111383
1637345f45b90ef2aba65723fddc6151	Saliva	0.000862221
fd496fd32dc8c08ade2e8b6c9d8ee13d	BAL	0.004695158
39414efe8e809129734b7c33d06c42b7	BAL	0.003759734
fd2eb1fe2266eed160a855f715f7c77e	Fecal	0.006437849
a1b31da3a50890aadc04fca003e3e007	BAL	0.001809988
e865f29a716e8d51f83931befa951240	Fecal	0.004774599
0df6c802966e8670279671824da4f10a	BAL	0.004582522
3bac14d2805bf995afe9d316a5777b1e	Fecal	0.003492717
95fdd816723ca482a5caba10bea171c8	BAL	0.003737232
6e3e062d65c1b047950a2492118eb70b	Saliva	0.029616052
86a59421a166502f3112163abc35415f	Saliva	0.014331873
98aa7bb57619ef31b3aab7b8282b3451	Saliva	0.014912334
